id,barcode,name,brand,generic_name,quantity,category,macro_category,food_type,kcal,protein,carbs,fat,fiber_100g,sugars_100g,saturated_fat_100g,salt_100g,sodium_100g,cholesterol_mg_100g,serving_size,serving_quantity,ingredients,allergens,labels,source,source_url,countries_tags,image_url,verified,usable_for_meal_generator,data_quality_score,nutrients,created_at,updated_at
crea_008525,,"Castagne, bollite",,,,frutta,fruit,generic_food,130,2.5,26.1,1.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008530,,"Castagne, secche",,,,frutta,fruit,generic_food,315,6,62,3.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008540,,"Mandorle dolci, secche",,,,frutta,fruit,generic_food,628,22,4.6,55.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008550,,"Nocciole, secche",,,,frutta,fruit,generic_food,671,13.8,6.1,64.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008560,,Noci,,,,frutta,fruit,generic_food,589,10.5,5.5,57.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008570,,"Noci, secche",,,,frutta,fruit,generic_food,702,14.3,5.1,68.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008580,,Noci pecan,,,,frutta,fruit,generic_food,723,7.2,7.9,71.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008590,,Pinoli,,,,frutta,fruit,generic_food,604,31.9,4,50.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008600,,Pistacchi,,,,frutta,fruit,generic_food,629,18.1,8.1,56.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008605,,Pistacchio di Bronte DOP,,,,frutta,fruit,generic_food,595,24.3,7.3,48.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008610,,Anacardi,,,,frutta,fruit,generic_food,604,15,33,46,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008620,,Macadamia,,,,frutta,fruit,generic_food,751,8,5.1,76,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008800,,Olive da tavola conservate,,,,frutta,fruit,generic_food,277,1.5,5,27,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008810,,"Olive, nere",,,,frutta,fruit,generic_food,243,1.6,0.8,25.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008820,,"Olive, verdi",,,,frutta,fruit,generic_food,148,0.8,1,15,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008830,,"Olive, verdi, in salamoia",,,,frutta,fruit,generic_food,113,1.2,1,11,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008840,,Oliva Nocellara del Belice,,,,frutta,fruit,generic_food,211,1.4,0.06,22.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008850,,Oliva Giarraffa,,,,frutta,fruit,generic_food,192,1.4,0.19,20,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008930,,Succo di frutta,,,,frutta,fruit,generic_food,56,0.3,14.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008940,,Cocktail di frutta sciroppata,,,,frutta,fruit,generic_food,59,0.4,14.8,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009010,,Burro d'arachidi,,,,grassi_condimenti,fat_source,generic_food,625,24.9,8,53.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009100,,"Margarina, 100% vegetale",,,,grassi_condimenti,fat_source,generic_food,760,0.6,0.4,84,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009110,,"Margarina, 2/3 di grassi animali, 1/3 di grassi vegetali",,,,grassi_condimenti,fat_source,generic_food,760,0.7,0.4,84,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009200,,Olio di oliva,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009210,,Olio di oliva extra vergine,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009610,,Olio di arachide,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009620,,Olio di cocco,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009630,,Olio di colza,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009640,,Olio di germe di grano,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009650,,Olio di girasole,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009660,,Olio di mais,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009670,,Olio di mandorle dolci,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009680,,Olio di palma,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009690,,Olio di sesamo,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009700,,Olio di soia,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009710,,Olio di vinacciolo,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_009799,,Olii vegetali,,,,grassi_condimenti,fat_source,generic_food,899,0,0,99.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101120,,"Bovino adulto o vitellone, tagli anteriori, crudo",,,,carne,protein_source,generic_food,145,20.5,0,7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101130,,"Bovino adulto o vitellone, tagli posteriori, crudo",,,,carne,protein_source,generic_food,117,21.5,0,3.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101150,,"Bovino adulto o vitellone, costata, crudo",,,,carne,protein_source,generic_food,140,21.3,0,6.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101160,,"Bovino adulto o vitellone, fesa, crudo",,,,carne,protein_source,generic_food,103,21.8,0,1.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101170,,"Bovino adulto o vitellone, filetto, crudo",,,,carne,protein_source,generic_food,127,20.5,0,5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101180,,"Bovino adulto o vitellone, girello, crudo",,,,carne,protein_source,generic_food,110,21.3,0,2.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101190,,"Bovino adulto o vitellone, lombata, crudo",,,,carne,protein_source,generic_food,134,21.8,0,5.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101200,,"Bovino adulto o vitellone, noce, crudo",,,,carne,protein_source,generic_food,106,21.3,0,2.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101210,,"Bovino adulto o vitellone, scamone, crudo",,,,carne,protein_source,generic_food,119,21.4,0,3.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101220,,"Bovino adulto o vitellone, sottofesa, crudo",,,,carne,protein_source,generic_food,111,22,0,2.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101230,,"Bovino adulto o vitellone, copertina di sotto, copertina di spalla, sottospalla e collo, crudo",,,,carne,protein_source,generic_food,132,20.3,0,5.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101240,,"Bovino adulto o vitellone, geretto anteriore e posteriore, crudo",,,,carne,protein_source,generic_food,112,20.9,0,3.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101250,,"Bovino adulto o vitellone, pancia, biancostato e punta di petto, crudo",,,,carne,fat_source,generic_food,171,19.7,0,10.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101260,,"Bovino adulto o vitellone, spalla, muscolo, girello e fesone, crudo",,,,carne,protein_source,generic_food,108,21.5,0,2.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101520,,"Vitello, filetto, crudo",,,,carne,protein_source,generic_food,107,20.7,0,2.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_101521,,"Vitello, filetto, cotto in padella",,,,carne,protein_source,generic_food,126,24.4,0,3.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_102000,,"Bufalo, solo tessuto muscolare, crudo",,,,carne,protein_source,generic_food,98,22,0,1.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_103010,,"Cavallo, tessuto muscolare e grasso, crudo",,,,carne,protein_source,generic_food,143,19.8,0.6,6.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_103020,,"Cavallo, solo tessuto muscolare, crudo",,,,carne,protein_source,generic_food,106,23.5,0.7,1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104020,,"Agnello, crudo",,,,carne,protein_source,generic_food,159,20,0,8.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104029,,"Agnello, cotto, al forno",,,,carne,protein_source,generic_food,199,25,0,11,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104030,,"Agnello, coscio, crudo",,,,carne,protein_source,generic_food,102,20,0,2.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104033,,"Agnello, coscio, cotto, al forno",,,,carne,protein_source,generic_food,118,23,0,2.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104040,,"Agnello, costoletta, crudo",,,,carne,protein_source,generic_food,106,20.4,0,2.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104043,,"Agnello, costoletta, cotto, al forno",,,,carne,protein_source,generic_food,118,22.7,0,3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104250,,"Capra, solo tessuto muscolare, crudo",,,,carne,protein_source,generic_food,106,21.2,0,2.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104300,,"Capretto, crudo",,,,carne,protein_source,generic_food,113,19.2,0,4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_104610,,"Pecora, solo tessuto muscolare, crudo",,,,carne,protein_source,generic_food,121,21,0,4.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105200,,"Maiale, coscio, crudo",,,,carne,protein_source,generic_food,110,20.2,0,3.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105210,,"Maiale, lombo, crudo",,,,carne,protein_source,generic_food,146,20.7,0,7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105220,,"Maiale, spalla, crudo",,,,carne,protein_source,generic_food,133,19,0,6.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105230,,"Maiale, bistecca, crudo",,,,carne,protein_source,generic_food,157,21.3,0,8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105236,,"Maiale, bistecca, cotto, in padella",,,,carne,protein_source,generic_food,187,25.4,0,9.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105600,,"Maiale, pesante, coscio, crudo",,,,carne,protein_source,generic_food,127,20.4,0,5.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105700,,"Maiale, pesante, lombo, crudo",,,,carne,fat_source,generic_food,172,20.8,0,9.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_105800,,"Maiale, pesante, spalla, crudo",,,,carne,fat_source,generic_food,156,19,0,8.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106010,,"Anatra domestica, crudo",,,,carne,protein_source,generic_food,159,21.4,0,8.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106020,,"Faraona, coscio, con pelle, crudo",,,,carne,protein_source,generic_food,133,24.3,0.3,3.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106030,,"Faraona, coscio, senza pelle, crudo",,,,carne,protein_source,generic_food,127,24,0.3,3.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106032,,"Faraona, coscio, senza pelle, cotto, allo spiedo",,,,carne,protein_source,generic_food,194,34.4,0.3,6.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106050,,"Faraona, petto, senza pelle, crudo",,,,carne,protein_source,generic_food,121,25.8,0.2,1.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106052,,"Faraona, petto, senza pelle, cotto, allo spiedo",,,,carne,protein_source,generic_food,146,30.7,0.2,2.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106100,,"Gallina, crudo",,,,carne,fat_source,generic_food,194,20.9,0,12.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106150,,"Oca, crudo",,,,carne,fat_source,generic_food,373,15.8,0,34.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106200,,"Pollo, intero, con pelle, crudo",,,,carne,fat_source,generic_food,171,19,0,10.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106203,,"Pollo, intero, con pelle, cotto, al forno",,,,carne,protein_source,generic_food,200,27.1,0,10.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106210,,"Pollo, intero, senza pelle, crudo",,,,carne,protein_source,generic_food,110,19.4,0,3.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106213,,"Pollo, intero, senza pelle, cotto, al forno",,,,carne,protein_source,generic_food,160,27.9,0,5.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106251,,"Pollo, intero, con pelle, cotto, arrosto",,,,carne,fat_source,generic_food,245,28.3,0,14.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106261,,"Pollo, intero, senza pelle, cotto, arrosto",,,,carne,protein_source,generic_food,206,28.9,0,10,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106270,,"Pollo, ala, con pelle, crudo",,,,carne,fat_source,generic_food,196,16.7,0,14.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106273,,"Pollo, ala, con pelle, cotta, al forno",,,,carne,fat_source,generic_food,283,31.7,0,17.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106400,,"Pollo, fuso, con pelle, crudo",,,,carne,protein_source,generic_food,125,18.4,0,5.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106403,,"Pollo, fuso, con pelle, cotto, al forno",,,,carne,protein_source,generic_food,201,31.2,0,8.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106410,,"Pollo, fuso, senza pelle, crudo",,,,carne,protein_source,generic_food,107,18.5,0,3.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_106413,,"Pollo, fuso, senza pelle, cotto, al forno",,,,carne,protein_source,generic_food,175,29.9,0,6.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106500,,"Pollo, petto, crudo",,,,carne,protein_source,generic_food,100,23.3,0,0.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106506,,"Pollo, petto, cotto, in padella",,,,carne,protein_source,generic_food,129,30.2,0,0.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106600,,"Pollo, sovracoscio, con pelle, crudo",,,,carne,fat_source,generic_food,196,17.4,0,14,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106603,,"Pollo, sovracoscio, con pelle, cotto, al forno",,,,carne,fat_source,generic_food,219,26.7,0,12.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106610,,"Pollo, sovracoscio, senza pelle, crudo",,,,carne,protein_source,generic_food,132,18.7,0,6.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106613,,"Pollo, sovracoscio, senza pelle, cotto, al forno",,,,carne,protein_source,generic_food,188,28.3,0,8.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106700,,"Tacchino intero, con pelle, crudo",,,,carne,protein_source,generic_food,135,18.2,0,6.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106710,,"Tacchino intero, senza pelle, crudo",,,,carne,protein_source,generic_food,109,21.9,0,2.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106719,,"Tacchino intero, senza pelle, cotto, al forno",,,,carne,protein_source,generic_food,117,23.3,0,2.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106800,,"Tacchino, coscio, con pelle, crudo",,,,carne,protein_source,generic_food,131,18.1,0,6.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106850,,"Tacchino, fesa, crudo",,,,carne,protein_source,generic_food,107,24,0,1.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106856,,"Tacchino, fesa, cotta, al forno",,,,carne,protein_source,generic_food,131,29.6,0,1.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106900,,"Tacchino, fuso, con pelle, crudo",,,,carne,protein_source,generic_food,126,17.9,0,6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106903,,"Tacchino, fuso, con pelle, cotto, al forno",,,,carne,protein_source,generic_food,191,26.7,0,9.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106910,,"Tacchino, fuso, senza pelle, crudo",,,,carne,protein_source,generic_food,113,18,0,4.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106913,,"Tacchino, fuso, senza pelle, cotto, al forno",,,,carne,protein_source,generic_food,190,28,0,8.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106960,,"Tacchino, sovracoscio, senza pelle, crudo",,,,carne,protein_source,generic_food,120,18.5,0,5.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_106963,,"Tacchino, sovracoscio, senza pelle, cotto, al forno",,,,carne,protein_source,generic_food,182,30.2,0,6.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_107010,,"Coniglio intero, crudo",,,,carne,protein_source,generic_food,118,19.9,0,4.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_107019,,"Coniglio, intero, cotto",,,,carne,protein_source,generic_food,166,27.9,0,6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_107020,,"Coniglio, intero surgelato, crudo",,,,carne,protein_source,generic_food,116,20.3,0,3.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_107030,,"Coniglio, coscio, crudo",,,,carne,protein_source,generic_food,137,21,0,5.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_108010,,"Cervo, solo tessuto muscolare, crudo",,,,carne,protein_source,generic_food,91,21,0,0.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
crea_108100,,"Daino, solo tessuto muscolare, crudo",,,,carne,protein_source,generic_food,95,21,0,1.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:23:12.787663+00:00,2026-06-04T21:23:12.787663+00:00
